gbifID,identifier,license,modified,references,rightsHolder,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,recordedBy,sex,lifeStage,occurrenceStatus,occurrenceRemarks,eventDate,eventTime,year,month,day,verbatimEventDate,countryCode,stateProvince,verbatimLocality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,identificationID,identifiedBy,dateIdentified,taxonID,scientificName,kingdom,phylum,class,order,family,genus,genericName,specificEpithet,taxonRank,taxonomicStatus,datasetKey,publishingCountry,lastInterpreted,elevation,issue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,repatriated,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,iucnRedListCategory
3903270299,133399684,CC_BY_NC_4_0,2022-09-07T22:32:21Z,https://www.inaturalist.org/observations/133399684,bkfj,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/133399684,133399684,bkfj,,,PRESENT,,2022-09-01T21:09:50,21:09:50-04:00,2022,9,1,9/1/22 21:09,US,New Jersey,"Dennis, NJ, USA",39.205454,-74.868426,89,293958079,bkfj,2022-09-02T23:23:07,311582,"Drosophila suzukii (Matsumura, 1931)",Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila,suzukii,SPECIES,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-10-15T15:36:05.432Z,,COORDINATE_ROUNDED,,TRUE,FALSE,5073820,5073820,1,54,216,811,5547,1522683,5073820,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)",Drosophila suzukii,,DWC_ARCHIVE,2022-10-15T15:36:05.432Z,2022-10-15T10:30:21.264Z,FALSE,USA,United States,USA.31_1,New Jersey,USA.31.5_1,Cape May,NE
3903198075,131892664,CC_BY_NC_4_0,2022-08-23T20:14:32Z,https://www.inaturalist.org/observations/131892664,tylbrooks1998,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/131892664,131892664,tylbrooks1998,,,PRESENT,,2022-08-22T10:59:51,10:59:51-04:00,2022,8,22,8/22/22 10:59,US,Pennsylvania,"Erie, PA 16503, USA",42.117337,-80.069806,6,290826274,tylbrooks1998,2022-08-22T15:10:40,311582,"Drosophila suzukii (Matsumura, 1931)",Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila,suzukii,SPECIES,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-10-15T16:09:27.347Z,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5073820,5073820,1,54,216,811,5547,1522683,5073820,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)",Drosophila suzukii,,DWC_ARCHIVE,2022-10-15T16:09:27.347Z,2022-10-15T10:30:21.264Z,FALSE,USA,United States,USA.39_1,Pennsylvania,USA.39.25_1,Erie,NE
3902952376,131539787,CC_BY_NC_4_0,2022-08-20T21:21:56Z,https://www.inaturalist.org/observations/131539787,Jozef K. Richards,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/131539787,131539787,Jozef K. Richards,,,PRESENT,,2022-08-19T17:47:00,17:47:00-05:00,2022,8,19,8/19/22 17:47,US,Wisconsin,"Wisconsin, US",43.056141,-88.181761,27537,290301612,Lorin Timaeus,2022-08-20T21:16:30,311582,"Drosophila suzukii (Matsumura, 1931)",Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila,suzukii,SPECIES,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-10-15T16:08:45.898Z,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5073820,5073820,1,54,216,811,5547,1522683,5073820,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)",Drosophila suzukii,,DWC_ARCHIVE,2022-10-15T16:08:45.898Z,2022-10-15T10:30:21.264Z,FALSE,USA,United States,USA.50_1,Wisconsin,USA.50.70_1,Waukesha,NE
3902937141,133702929,CC_BY_NC_4_0,2022-09-18T20:21:11Z,https://www.inaturalist.org/observations/133702929,Avalese,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/133702929,133702929,Avalese,,,PRESENT,,2022-09-04T19:45:45,19:45:45-05:00,2022,9,4,Sun Sep 04 2022 19:45:45 GMT -0500 (CDT),US,Iowa,Avoca,41.491394,-95.403435,35,294585947,Avalese,2022-09-05T00:45:56,311582,"Drosophila suzukii (Matsumura, 1931)",Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila,suzukii,SPECIES,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-10-15T15:35:34.237Z,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5073820,5073820,1,54,216,811,5547,1522683,5073820,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)",Drosophila suzukii,,DWC_ARCHIVE,2022-10-15T15:35:34.237Z,2022-10-15T10:30:21.264Z,FALSE,USA,United States,USA.16_1,Iowa,USA.16.78_1,Pottawattamie,NE
3902873615,131138770,CC_BY_NC_4_0,2022-08-17T08:08:00Z,https://www.inaturalist.org/observations/131138770,ek1406,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/131138770,131138770,ek1406,,,PRESENT,Day-old pineapple rinds attract at least a hundred of these to the compost,2022-08-16T18:45:52,18:45:52-05:00,2022,8,16,8/16/22 18:45,US,Minnesota,"Moorhead, MN, USA",46.86005,-96.748654,6,289219907,ek1406,2022-08-16T23:54:15,311582,"Drosophila suzukii (Matsumura, 1931)",Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila,suzukii,SPECIES,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-10-15T15:34:03.437Z,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5073820,5073820,1,54,216,811,5547,1522683,5073820,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)",Drosophila suzukii,,DWC_ARCHIVE,2022-10-15T15:34:03.437Z,2022-10-15T10:30:21.264Z,FALSE,USA,United States,USA.24_1,Minnesota,USA.24.14_1,Clay,NE
3902493613,131535993,CC_BY_NC_4_0,2022-08-20T21:16:34Z,https://www.inaturalist.org/observations/131535993,cozzzzz,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/131535993,131535993,cozzzzz,,,PRESENT,,2022-08-19T23:23:35,23:23:35-04:00,2022,8,19,Fri Aug 19 2022 23:23:35 GMT -0400 (EDT),US,Massachusetts,Belchertown,42.306519,-72.436775,65,290095370,cozzzzz,2022-08-20T03:23:59,311582,"Drosophila suzukii (Matsumura, 1931)",Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila,suzukii,SPECIES,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-10-15T16:07:40.670Z,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5073820,5073820,1,54,216,811,5547,1522683,5073820,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)",Drosophila suzukii,,DWC_ARCHIVE,2022-10-15T16:07:40.670Z,2022-10-15T10:30:21.264Z,FALSE,USA,United States,USA.22_1,Massachusetts,USA.22.8_1,Hampshire,NE
3902482977,131832156,CC_BY_NC_4_0,2022-08-22T06:38:45Z,https://www.inaturalist.org/observations/131832156,Steve King,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/131832156,131832156,Steve King,MALE,,PRESENT,,2022-08-19T19:18:00,19:18:00-04:00,2022,8,19,8/19/22 19:18,US,Connecticut,"Hamden, CT, USA",41.430655,-72.890953,195,290684469,Steve King,2022-08-22T01:45:35,311582,"Drosophila suzukii (Matsumura, 1931)",Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila,suzukii,SPECIES,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-10-15T15:34:19.329Z,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5073820,5073820,1,54,216,811,5547,1522683,5073820,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)",Drosophila suzukii,,DWC_ARCHIVE,2022-10-15T15:34:19.329Z,2022-10-15T10:30:21.264Z,FALSE,USA,United States,USA.7_1,Connecticut,USA.7.5_1,New Haven,NE
3902296588,129733789,CC_BY_NC_4_0,2022-08-18T19:45:33Z,https://www.inaturalist.org/observations/129733789,M. Whitson,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/129733789,129733789,M. Whitson,MALE,Adult,PRESENT,"These cute little spotted-winged fruit flies are on my watermelon rind butterfly feeder. They're about 4 mm long, and spend a good deal of time following each other around and frantically wing-waving. Kind of cute...",2022-08-06T14:59:00,14:59:00-04:00,2022,8,6,8/6/22 14:59,US,Kentucky,"Kentucky, US",38.901939,-84.465913,28181,286226393,M. Whitson,2022-08-06T21:21:53,311582,"Drosophila suzukii (Matsumura, 1931)",Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila,suzukii,SPECIES,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-10-15T16:07:22.524Z,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5073820,5073820,1,54,216,811,5547,1522683,5073820,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)",Drosophila suzukii,,DWC_ARCHIVE,2022-10-15T16:07:22.524Z,2022-10-15T10:30:21.264Z,FALSE,USA,United States,USA.18_1,Kentucky,USA.18.59_1,Kenton,NE
3902200157,127394399,CC_BY_NC_4_0,2022-08-18T19:56:15Z,https://www.inaturalist.org/observations/127394399,lukenest,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/127394399,127394399,lukenest,,,PRESENT,,2022-07-22T14:33:22,14:33:22-04:00,2022,7,22,2022-07-22 14:33:22-04:00,US,Delaware,"S Chapel St, Newark, DE, US",39.668328,-75.741645,27,281447744,lukenest,2022-07-22T18:34:47,311582,"Drosophila suzukii (Matsumura, 1931)",Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila,suzukii,SPECIES,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-10-15T16:10:41.448Z,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5073820,5073820,1,54,216,811,5547,1522683,5073820,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)",Drosophila suzukii,,DWC_ARCHIVE,2022-10-15T16:10:41.448Z,2022-10-15T10:30:21.264Z,FALSE,USA,United States,USA.8_1,Delaware,USA.8.2_1,New Castle,NE
3902145173,130713375,CC_BY_NC_4_0,2022-08-18T19:34:03Z,https://www.inaturalist.org/observations/130713375,sabineart,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/130713375,130713375,sabineart,,,PRESENT,,2022-08-12T22:16:00,22:16:00-04:00,2022,8,12,8/12/22 22:16,US,New York,"Hastings-On-Hudson, NY 10706, USA",40.997127,-73.872568,4,288307916,sabineart,2022-08-14T00:40:46,311582,"Drosophila suzukii (Matsumura, 1931)",Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila,suzukii,SPECIES,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-10-15T16:04:57.040Z,,COORDINATE_ROUNDED,,TRUE,FALSE,5073820,5073820,1,54,216,811,5547,1522683,5073820,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)",Drosophila suzukii,,DWC_ARCHIVE,2022-10-15T16:04:57.040Z,2022-10-15T10:30:21.264Z,FALSE,USA,United States,USA.33_1,New York,USA.33.61_1,Westchester,NE
3892271215,131051646,CC_BY_NC_4_0,2022-08-16T11:10:33Z,https://www.inaturalist.org/observations/131051646,Paul McAfee,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/131051646,131051646,Paul McAfee,,,PRESENT,,2022-08-15T20:15:00,20:15:00-04:00,2022,8,15,8/15/22 20:15,US,Indiana,"Allen, Indiana, United States",41.164322,-85.228867,,289035060,Paul McAfee,2022-08-16T10:46:56,311582,"Drosophila suzukii (Matsumura, 1931)",Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila,suzukii,SPECIES,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-10-15T15:33:42.986Z,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5073820,5073820,1,54,216,811,5547,1522683,5073820,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)",Drosophila suzukii,,DWC_ARCHIVE,2022-10-15T15:33:42.986Z,2022-10-15T10:30:21.264Z,FALSE,USA,United States,USA.15_1,Indiana,USA.15.2_1,Allen,NE
3888962997,129457034,CC_BY_4_0,2022-10-06T05:44:37Z,https://www.inaturalist.org/observations/129457034,skitterbug,iNaturalist,Observations,iNaturalist research-grade observations,,HUMAN_OBSERVATION,https://www.inaturalist.org/observations/129457034,129457034,skitterbug,,Adult,PRESENT,,2022-08-04T00:00:00,,2022,8,4,8/4/22,US,Georgia,"Canton, GA, USA",34.236762,-84.490762,9553,285651746,skitterbug,2022-08-04T20:29:07,311582,"Drosophila suzukii (Matsumura, 1931)",Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila,suzukii,SPECIES,ACCEPTED,50c9509d-22c7-4a22-a47d-8c48425ef4a7,US,2022-10-15T16:06:35.556Z,,COORDINATE_ROUNDED,StillImage,TRUE,FALSE,5073820,5073820,1,54,216,811,5547,1522683,5073820,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)",Drosophila suzukii,,DWC_ARCHIVE,2022-10-15T16:06:35.556Z,2022-10-15T10:30:21.264Z,FALSE,USA,United States,USA.11_1,Georgia,USA.11.28_1,Cherokee,NE
